Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Female,White,5
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Asian,1
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,Total,5
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Male,White,4
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Asian,1
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,Total,10
06/30/2014 11:59:00 PM,2014,Fiscal Services,Total Employees,Total,White,9
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Asian,1
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Black/African-American,3
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,Total,8
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Female,White,4
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Asian,1
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,Total,6
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Male,White,5
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Asian,2
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Black/African-American,3
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,Total,14
06/30/2014 11:59:00 PM,2014,Human Resources,Total Employees,Total,White,9
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,Total,9
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Female,White,8
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,Total,2
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Male,White,2
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,Total,11
06/30/2014 11:59:00 PM,2014,Income Tax,Total Employees,Total,White,10
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,Total,1
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Female,White,1
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,Total,3
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Male,White,3
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,Total,4
06/30/2014 11:59:00 PM,2014,Information Technology,Total Employees,Total,White,4
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Black/African-American,3
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,Total,15
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Female,White,12
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,Total,11
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Male,White,10
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Black/African-American,4
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,Total,26
06/30/2014 11:59:00 PM,2014,Mobile GR,Total Employees,Total,White,22
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,Total,3
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Female,White,3
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Black/African-American,2
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,Total,18
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Male,White,16
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Black/African-American,2
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,Total,21
06/30/2014 11:59:00 PM,2014,Parks & Recreation,Total Employees,Total,White,19
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,Total,5
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Female,White,5
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,Total,4
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Male,White,4
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,Total,9
06/30/2014 11:59:00 PM,2014,Planning,Total Employees,Total,White,9
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Asian,1
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Black/African-American,3
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Hispanic/Latino,1
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,Total,72
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Female,White,67
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Asian,7
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Black/African-American,11
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Hispanic/Latino,11
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Native American,6
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,Total,293
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Male,White,258
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Asian,8
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Black/African-American,14
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Hispanic/Latino,12
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Native American,6
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,Total,365
06/30/2014 11:59:00 PM,2014,Police Department,Total Employees,Total,White,325
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Black/African-American,3
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,Total,9
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Female,White,6
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Black/African-American,13
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Hispanic/Latino,4
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Native American,1
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,Total,50
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Male,White,32
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Black/African-American,16
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Hispanic/Latino,4
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Native American,1
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,Total,59
06/30/2014 11:59:00 PM,2014,Public Works,Total Employees,Total,White,38
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Asian,6
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Black/African-American,24
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Hispanic/Latino,2
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Native American,1
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,Total,280
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Female,White,247
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Asian,11
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Black/African-American,50
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Hispanic/Latino,24
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Native American,8
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,Total,891
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Male,White,798
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Asian,17
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Black/African-American,74
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Hispanic/Latino,26
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Native American,9
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,Total,1171
06/30/2014 11:59:00 PM,2014,Total,Total Employees,Total,White,1045
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Asian,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Black/African-American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Multiracial,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Native American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,Total,4
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Female,White,4
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Asian,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Multiracial,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Native American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,Total,29
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Male,White,28
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Asian,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Black/African-American,1
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Multiracial,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Native American,0
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,Total,33
06/30/2014 11:59:00 PM,2014,Traffic Safety,Total Employees,Total,White,32
06/30/2014 11:59:00 PM,2014,Water,Total Employees,Female,Asian,1
06/30/2014 11:59:00 PM,2014,Water,Total Employees,Female,Black/African-American,2
06/30/2014 11:59:00 PM,2014,Water,Total Employees,Female,Hispanic/Latino,0
06/30/2014 11:59:00 PM,2014,Water,Total Employees,Female,Multiracial,0
