,Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
376,2014-06-30,2014,Income Tax,Total Employees,Male,Hispanic/Latino,0.0
377,2014-06-30,2014,Income Tax,Total Employees,Male,Multiracial,0.0
378,2014-06-30,2014,Income Tax,Total Employees,Male,Native American,0.0
379,2014-06-30,2014,Income Tax,Total Employees,Male,Total,2.0
380,2014-06-30,2014,Income Tax,Total Employees,Male,White,2.0
381,2014-06-30,2014,Income Tax,Total Employees,Total,Asian,0.0
382,2014-06-30,2014,Income Tax,Total Employees,Total,Black/African-American,1.0
383,2014-06-30,2014,Income Tax,Total Employees,Total,Hispanic/Latino,0.0
384,2014-06-30,2014,Income Tax,Total Employees,Total,Multiracial,0.0
385,2014-06-30,2014,Income Tax,Total Employees,Total,Native American,0.0
386,2014-06-30,2014,Income Tax,Total Employees,Total,Total,11.0
387,2014-06-30,2014,Income Tax,Total Employees,Total,White,10.0
388,2014-06-30,2014,Information Technology,Total Employees,Female,Asian,0.0
389,2014-06-30,2014,Information Technology,Total Employees,Female,Black/African-American,0.0
390,2014-06-30,2014,Information Technology,Total Employees,Female,Hispanic/Latino,0.0
391,2014-06-30,2014,Information Technology,Total Employees,Female,Multiracial,0.0
392,2014-06-30,2014,Information Technology,Total Employees,Female,Native American,0.0
393,2014-06-30,2014,Information Technology,Total Employees,Female,Total,1.0
394,2014-06-30,2014,Information Technology,Total Employees,Female,White,1.0
395,2014-06-30,2014,Information Technology,Total Employees,Male,Asian,0.0
396,2014-06-30,2014,Information Technology,Total Employees,Male,Black/African-American,0.0
397,2014-06-30,2014,Information Technology,Total Employees,Male,Hispanic/Latino,0.0
398,2014-06-30,2014,Information Technology,Total Employees,Male,Multiracial,0.0
399,2014-06-30,2014,Information Technology,Total Employees,Male,Native American,0.0
400,2014-06-30,2014,Information Technology,Total Employees,Male,Total,3.0
401,2014-06-30,2014,Information Technology,Total Employees,Male,White,3.0
402,2014-06-30,2014,Information Technology,Total Employees,Total,Asian,0.0
403,2014-06-30,2014,Information Technology,Total Employees,Total,Black/African-American,0.0
404,2014-06-30,2014,Information Technology,Total Employees,Total,Hispanic/Latino,0.0
405,2014-06-30,2014,Information Technology,Total Employees,Total,Multiracial,0.0
406,2014-06-30,2014,Information Technology,Total Employees,Total,Native American,0.0
407,2014-06-30,2014,Information Technology,Total Employees,Total,Total,4.0
408,2014-06-30,2014,Information Technology,Total Employees,Total,White,4.0
409,2014-06-30,2014,Mobile GR,Total Employees,Female,Asian,0.0
410,2014-06-30,2014,Mobile GR,Total Employees,Female,Black/African-American,3.0
411,2014-06-30,2014,Mobile GR,Total Employees,Female,Hispanic/Latino,0.0
412,2014-06-30,2014,Mobile GR,Total Employees,Female,Multiracial,0.0
413,2014-06-30,2014,Mobile GR,Total Employees,Female,Native American,0.0
414,2014-06-30,2014,Mobile GR,Total Employees,Female,Total,15.0
415,2014-06-30,2014,Mobile GR,Total Employees,Female,White,12.0
416,2014-06-30,2014,Mobile GR,Total Employees,Male,Asian,0.0
417,2014-06-30,2014,Mobile GR,Total Employees,Male,Black/African-American,1.0
418,2014-06-30,2014,Mobile GR,Total Employees,Male,Hispanic/Latino,0.0
419,2014-06-30,2014,Mobile GR,Total Employees,Male,Multiracial,0.0
420,2014-06-30,2014,Mobile GR,Total Employees,Male,Native American,0.0
421,2014-06-30,2014,Mobile GR,Total Employees,Male,Total,11.0
422,2014-06-30,2014,Mobile GR,Total Employees,Male,White,10.0
423,2014-06-30,2014,Mobile GR,Total Employees,Total,Asian,0.0
424,2014-06-30,2014,Mobile GR,Total Employees,Total,Black/African-American,4.0
425,2014-06-30,2014,Mobile GR,Total Employees,Total,Hispanic/Latino,0.0
426,2014-06-30,2014,Mobile GR,Total Employees,Total,Multiracial,0.0
427,2014-06-30,2014,Mobile GR,Total Employees,Total,Native American,0.0
428,2014-06-30,2014,Mobile GR,Total Employees,Total,Total,26.0
429,2014-06-30,2014,Mobile GR,Total Employees,Total,White,22.0
430,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Asian,0.0
431,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Black/African-American,0.0
432,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Hispanic/Latino,0.0
433,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Multiracial,0.0
434,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Native American,0.0
435,2014-06-30,2014,Parks & Recreation,Total Employees,Female,Total,3.0
436,2014-06-30,2014,Parks & Recreation,Total Employees,Female,White,3.0
437,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Asian,0.0
438,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Black/African-American,2.0
439,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Hispanic/Latino,0.0
440,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Multiracial,0.0
441,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Native American,0.0
442,2014-06-30,2014,Parks & Recreation,Total Employees,Male,Total,18.0
443,2014-06-30,2014,Parks & Recreation,Total Employees,Male,White,16.0
444,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Asian,0.0
445,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Black/African-American,2.0
446,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Hispanic/Latino,0.0
447,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Multiracial,0.0
448,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Native American,0.0
449,2014-06-30,2014,Parks & Recreation,Total Employees,Total,Total,21.0
450,2014-06-30,2014,Parks & Recreation,Total Employees,Total,White,19.0
451,2014-06-30,2014,Planning,Total Employees,Female,Asian,0.0
452,2014-06-30,2014,Planning,Total Employees,Female,Black/African-American,0.0
453,2014-06-30,2014,Planning,Total Employees,Female,Hispanic/Latino,0.0
454,2014-06-30,2014,Planning,Total Employees,Female,Multiracial,0.0
455,2014-06-30,2014,Planning,Total Employees,Female,Native American,0.0
456,2014-06-30,2014,Planning,Total Employees,Female,Total,5.0
457,2014-06-30,2014,Planning,Total Employees,Female,White,5.0
458,2014-06-30,2014,Planning,Total Employees,Male,Asian,0.0
459,2014-06-30,2014,Planning,Total Employees,Male,Black/African-American,0.0
460,2014-06-30,2014,Planning,Total Employees,Male,Hispanic/Latino,0.0
461,2014-06-30,2014,Planning,Total Employees,Male,Multiracial,0.0
462,2014-06-30,2014,Planning,Total Employees,Male,Native American,0.0
463,2014-06-30,2014,Planning,Total Employees,Male,Total,4.0
464,2014-06-30,2014,Planning,Total Employees,Male,White,4.0
465,2014-06-30,2014,Planning,Total Employees,Total,Asian,0.0
466,2014-06-30,2014,Planning,Total Employees,Total,Black/African-American,0.0
467,2014-06-30,2014,Planning,Total Employees,Total,Hispanic/Latino,0.0
468,2014-06-30,2014,Planning,Total Employees,Total,Multiracial,0.0
469,2014-06-30,2014,Planning,Total Employees,Total,Native American,0.0
470,2014-06-30,2014,Planning,Total Employees,Total,Total,9.0
471,2014-06-30,2014,Planning,Total Employees,Total,White,9.0
472,2014-06-30,2014,Police Department,Total Employees,Female,Asian,1.0
473,2014-06-30,2014,Police Department,Total Employees,Female,Black/African-American,3.0
474,2014-06-30,2014,Police Department,Total Employees,Female,Hispanic/Latino,1.0
475,2014-06-30,2014,Police Department,Total Employees,Female,Multiracial,0.0
476,2014-06-30,2014,Police Department,Total Employees,Female,Native American,0.0
477,2014-06-30,2014,Police Department,Total Employees,Female,Total,72.0
478,2014-06-30,2014,Police Department,Total Employees,Female,White,67.0
479,2014-06-30,2014,Police Department,Total Employees,Male,Asian,7.0
480,2014-06-30,2014,Police Department,Total Employees,Male,Black/African-American,11.0
481,2014-06-30,2014,Police Department,Total Employees,Male,Hispanic/Latino,11.0
482,2014-06-30,2014,Police Department,Total Employees,Male,Multiracial,0.0
483,2014-06-30,2014,Police Department,Total Employees,Male,Native American,6.0
484,2014-06-30,2014,Police Department,Total Employees,Male,Total,293.0
485,2014-06-30,2014,Police Department,Total Employees,Male,White,258.0
486,2014-06-30,2014,Police Department,Total Employees,Total,Asian,8.0
487,2014-06-30,2014,Police Department,Total Employees,Total,Black/African-American,14.0
488,2014-06-30,2014,Police Department,Total Employees,Total,Hispanic/Latino,12.0
489,2014-06-30,2014,Police Department,Total Employees,Total,Multiracial,0.0
490,2014-06-30,2014,Police Department,Total Employees,Total,Native American,6.0
491,2014-06-30,2014,Police Department,Total Employees,Total,Total,365.0
492,2014-06-30,2014,Police Department,Total Employees,Total,White,325.0
493,2014-06-30,2014,Public Works,Total Employees,Female,Asian,0.0
494,2014-06-30,2014,Public Works,Total Employees,Female,Black/African-American,3.0
495,2014-06-30,2014,Public Works,Total Employees,Female,Hispanic/Latino,0.0
496,2014-06-30,2014,Public Works,Total Employees,Female,Multiracial,0.0
497,2014-06-30,2014,Public Works,Total Employees,Female,Native American,0.0
498,2014-06-30,2014,Public Works,Total Employees,Female,Total,9.0
499,2014-06-30,2014,Public Works,Total Employees,Female,White,6.0
500,2014-06-30,2014,Public Works,Total Employees,Male,Asian,0.0
501,2014-06-30,2014,Public Works,Total Employees,Male,Black/African-American,13.0
502,2014-06-30,2014,Public Works,Total Employees,Male,Hispanic/Latino,4.0
503,2014-06-30,2014,Public Works,Total Employees,Male,Multiracial,0.0
504,2014-06-30,2014,Public Works,Total Employees,Male,Native American,1.0
505,2014-06-30,2014,Public Works,Total Employees,Male,Total,50.0
506,2014-06-30,2014,Public Works,Total Employees,Male,White,32.0
507,2014-06-30,2014,Public Works,Total Employees,Total,Asian,0.0
508,2014-06-30,2014,Public Works,Total Employees,Total,Black/African-American,16.0
509,2014-06-30,2014,Public Works,Total Employees,Total,Hispanic/Latino,4.0
510,2014-06-30,2014,Public Works,Total Employees,Total,Multiracial,0.0
511,2014-06-30,2014,Public Works,Total Employees,Total,Native American,1.0
512,2014-06-30,2014,Public Works,Total Employees,Total,Total,59.0
513,2014-06-30,2014,Public Works,Total Employees,Total,White,38.0
514,2014-06-30,2014,Total,Total Employees,Female,Asian,6.0
515,2014-06-30,2014,Total,Total Employees,Female,Black/African-American,24.0
516,2014-06-30,2014,Total,Total Employees,Female,Hispanic/Latino,2.0
517,2014-06-30,2014,Total,Total Employees,Female,Multiracial,0.0
518,2014-06-30,2014,Total,Total Employees,Female,Native American,1.0
519,2014-06-30,2014,Total,Total Employees,Female,Total,280.0
520,2014-06-30,2014,Total,Total Employees,Female,White,247.0
521,2014-06-30,2014,Total,Total Employees,Male,Asian,11.0
522,2014-06-30,2014,Total,Total Employees,Male,Black/African-American,50.0
523,2014-06-30,2014,Total,Total Employees,Male,Hispanic/Latino,24.0
524,2014-06-30,2014,Total,Total Employees,Male,Multiracial,0.0
525,2014-06-30,2014,Total,Total Employees,Male,Native American,8.0
526,2014-06-30,2014,Total,Total Employees,Male,Total,891.0
527,2014-06-30,2014,Total,Total Employees,Male,White,798.0
528,2014-06-30,2014,Total,Total Employees,Total,Asian,17.0
529,2014-06-30,2014,Total,Total Employees,Total,Black/African-American,74.0
530,2014-06-30,2014,Total,Total Employees,Total,Hispanic/Latino,26.0
531,2014-06-30,2014,Total,Total Employees,Total,Multiracial,0.0
532,2014-06-30,2014,Total,Total Employees,Total,Native American,9.0
533,2014-06-30,2014,Total,Total Employees,Total,Total,1171.0
534,2014-06-30,2014,Total,Total Employees,Total,White,1045.0
535,2014-06-30,2014,Traffic Safety,Total Employees,Female,Asian,0.0
536,2014-06-30,2014,Traffic Safety,Total Employees,Female,Black/African-American,0.0
537,2014-06-30,2014,Traffic Safety,Total Employees,Female,Hispanic/Latino,0.0
538,2014-06-30,2014,Traffic Safety,Total Employees,Female,Multiracial,0.0
539,2014-06-30,2014,Traffic Safety,Total Employees,Female,Native American,0.0
540,2014-06-30,2014,Traffic Safety,Total Employees,Female,Total,4.0
541,2014-06-30,2014,Traffic Safety,Total Employees,Female,White,4.0
542,2014-06-30,2014,Traffic Safety,Total Employees,Male,Asian,0.0
543,2014-06-30,2014,Traffic Safety,Total Employees,Male,Black/African-American,1.0
544,2014-06-30,2014,Traffic Safety,Total Employees,Male,Hispanic/Latino,0.0
545,2014-06-30,2014,Traffic Safety,Total Employees,Male,Multiracial,0.0
546,2014-06-30,2014,Traffic Safety,Total Employees,Male,Native American,0.0
547,2014-06-30,2014,Traffic Safety,Total Employees,Male,Total,29.0
548,2014-06-30,2014,Traffic Safety,Total Employees,Male,White,28.0
549,2014-06-30,2014,Traffic Safety,Total Employees,Total,Asian,0.0
550,2014-06-30,2014,Traffic Safety,Total Employees,Total,Black/African-American,1.0
551,2014-06-30,2014,Traffic Safety,Total Employees,Total,Hispanic/Latino,0.0
552,2014-06-30,2014,Traffic Safety,Total Employees,Total,Multiracial,0.0
553,2014-06-30,2014,Traffic Safety,Total Employees,Total,Native American,0.0
554,2014-06-30,2014,Traffic Safety,Total Employees,Total,Total,33.0
555,2014-06-30,2014,Traffic Safety,Total Employees,Total,White,32.0
556,2014-06-30,2014,Water,Total Employees,Female,Asian,1.0
557,2014-06-30,2014,Water,Total Employees,Female,Black/African-American,2.0
558,2014-06-30,2014,Water,Total Employees,Female,Hispanic/Latino,0.0
559,2014-06-30,2014,Water,Total Employees,Female,Multiracial,0.0
560,2014-06-30,2014,Water,Total Employees,Female,Native American,0.0
561,2014-06-30,2014,Water,Total Employees,Female,Total,24.0
562,2014-06-30,2014,Water,Total Employees,Female,White,21.0
563,2014-06-30,2014,Water,Total Employees,Male,Asian,1.0
564,2014-06-30,2014,Water,Total Employees,Male,Black/African-American,9.0
565,2014-06-30,2014,Water,Total Employees,Male,Hispanic/Latino,4.0
566,2014-06-30,2014,Water,Total Employees,Male,Multiracial,0.0
567,2014-06-30,2014,Water,Total Employees,Male,Native American,1.0
568,2014-06-30,2014,Water,Total Employees,Male,Total,98.0
569,2014-06-30,2014,Water,Total Employees,Male,White,83.0
570,2014-06-30,2014,Water,Total Employees,Total,Asian,2.0
571,2014-06-30,2014,Water,Total Employees,Total,Black/African-American,11.0
572,2014-06-30,2014,Water,Total Employees,Total,Hispanic/Latino,4.0
573,2014-06-30,2014,Water,Total Employees,Total,Multiracial,0.0
574,2014-06-30,2014,Water,Total Employees,Total,Native American,1.0
575,2014-06-30,2014,Water,Total Employees,Total,Total,122.0
576,2014-06-30,2014,Water,Total Employees,Total,White,104.0
577,2015-06-30,2015,311 Customer Service,Total Employees,Female,Asian,0.0
578,2015-06-30,2015,311 Customer Service,Total Employees,Female,Black/African-American,1.0
579,2015-06-30,2015,311 Customer Service,Total Employees,Female,Hispanic/Latino,0.0
580,2015-06-30,2015,311 Customer Service,Total Employees,Female,Multiracial,0.0
581,2015-06-30,2015,311 Customer Service,Total Employees,Female,Native American,0.0
582,2015-06-30,2015,311 Customer Service,Total Employees,Female,Total,6.0
583,2015-06-30,2015,311 Customer Service,Total Employees,Female,White,5.0
584,2015-06-30,2015,311 Customer Service,Total Employees,Male,Asian,0.0
585,2015-06-30,2015,311 Customer Service,Total Employees,Male,Black/African-American,0.0
586,2015-06-30,2015,311 Customer Service,Total Employees,Male,Hispanic/Latino,0.0
587,2015-06-30,2015,311 Customer Service,Total Employees,Male,Multiracial,0.0
588,2015-06-30,2015,311 Customer Service,Total Employees,Male,Native American,0.0
589,2015-06-30,2015,311 Customer Service,Total Employees,Male,Total,3.0
590,2015-06-30,2015,311 Customer Service,Total Employees,Male,White,3.0
591,2015-06-30,2015,311 Customer Service,Total Employees,Total,Asian,0.0
592,2015-06-30,2015,311 Customer Service,Total Employees,Total,Black/African-American,1.0
593,2015-06-30,2015,311 Customer Service,Total Employees,Total,Hispanic/Latino,0.0
594,2015-06-30,2015,311 Customer Service,Total Employees,Total,Multiracial,0.0
595,2015-06-30,2015,311 Customer Service,Total Employees,Total,Native American,0.0
596,2015-06-30,2015,311 Customer Service,Total Employees,Total,Total,9.0
597,2015-06-30,2015,311 Customer Service,Total Employees,Total,White,8.0
598,2015-06-30,2015,61st District Court,Total Employees,Female,Asian,0.0
599,2015-06-30,2015,61st District Court,Total Employees,Female,Black/African-American,13.0
600,2015-06-30,2015,61st District Court,Total Employees,Female,Hispanic/Latino,0.0
601,2015-06-30,2015,61st District Court,Total Employees,Female,Multiracial,0.0
602,2015-06-30,2015,61st District Court,Total Employees,Female,Native American,0.0
603,2015-06-30,2015,61st District Court,Total Employees,Female,Total,51.0
604,2015-06-30,2015,61st District Court,Total Employees,Female,White,38.0
605,2015-06-30,2015,61st District Court,Total Employees,Male,Asian,1.0
606,2015-06-30,2015,61st District Court,Total Employees,Male,Black/African-American,3.0
